en,my
"It was clear that the lead response agency was the FDNY, and that the other responding local, federal, bistate, and state agencies acted in a supporting role.",ဦးဆောင် တုံ့ပြန်ရေး အေဂျင်စီက အက်ဖ်ဒီအန်ဝိုင် ဆိုသည်မှာ ရှင်းလင်းထင်ရှားသည့်အချက်ဖြစ်ခဲ့ပြီး၊ အခြား တုံ့ပြန်သည့် ဒေသခံ ၊ ပြည်နယ် ၊ နှစ်ပြည်နယ်ဆိုင်ရာ နှင့် အစိုးရအေဂျင်စီများက  ဝိုင်းဝန်းပံ့ပိုးသည့်အခန်းကဏ္ဍ တစ်ခုအနေဖြင့် လုပ်ဆောင်ခဲ့ခြင်းဖြစ်သည်။
"Upon impact, many were killed or severely injured; others were relatively unharmed.",ထိခိုက်မှုတွင် အများအပြားသေဆုံး သို့မဟုတ် ပြင်းထန်စွာဒဏ်ရာရရှိခဲ့ပြီး အခြားသူများမှာ ပြောပလောက်အောင် ထိခိုက်ဒဏ်ရာရမှုမရှိခဲ့ပါ။
There is no indication that Atta or Shehhi received any additional flight training in June.,Atta သို့မဟုတ် Shehhi က ဇွန်လမှာ လေယာဉ်မောင်း သင်တန်းနောက်ထပ်တစ်ခါ ရရှိခဲ့ကြောင်း အရိပ်အယောင်မရှိပါ။
Several floors of fire would have been beyond the fire-extinguishing capability of the forces that we had on hand.,အထပ်ပေါင်းများစွာ မီးလောင်ကျွမ်းနေမှုက ကျွန်တော်တို့ လက်ထဲမှာရှိခဲ့တဲ့ လူအင်အားနဲ့ မီးငြှိမ်းသတ်နိုင်မှုစွမ်းရည် ကို ကျော်လွန်နေခဲ့ပါလိမ့်မယ်။
The CTC analyst who drafted the briefing drew on reports over the previous four years.,ရှင်းလင်းတင်ပြချက်ကို ရေးသားခဲ့တဲ့ စီတီစီ လေ့လာသူက လွန်ခဲ့သည့် လေးနှစ်က အစီရင်ခံစာများအပေါ်အခြေခံခဲ့ခြင်းဖြစ်တယ်။
"On August 4, President Bush wrote President Musharraf to request his support in dealing with terrorism and to urge Pakistan to engage actively against al Qaeda.",ဩဂုတ်လ ၄ ရက်နေ့တွင် သမ္မတဘုရှ်က သမ္မတ မူရှာရက်ဖ်အား အကြမ်းဖက်မှု တိုက်ဖျက်ရေးတွင် ၎င်း၏ ပူးပေါင်းကူညီမှုကို တောင်းဆိုရန်နှင့် အယ်လ်ကိုင်ဒါ ဆန့်ကျင်ရေးတွင် တက်ကြွစွာ ပါဝင်လုပ်ဆောင်ရန် ပါကစ္စတန်အား တိုက်တွန်းခဲ့သည်။
"By taking advantage of them all, we need not depend on any one point in the system to do the whole job.",သူတို့အားလုံးကို အခွင့်ကောင်းယူပြီး ၊ အလုပ်တစ်ခုလုံးကို လုပ်ဆောင်ရန် စနစ်ရှိ မည်သည့်အချက်ပေါ်တွင်မဆို မှီခိုနေစရာမလိုအပ်ပါ။
"On KSM's assistance to al Qaeda, see Intelligence reports, interrogations of KSM, July 12, 2003 (two reports).",အယ်လ်ကိုင်ဒါကို ကေအက်စ်မ်ရဲ့ အကူအညီနှင့် စပ်လှဉ်း၍၊ ထောက်လှမ်းရေးအစီရင်ခံစာများ၊ ကေအက်စ်အမ်အား စစ်ဆေးမေးမြန်းမှုများ၊ ဇူလိုင်၁၂၊ ၂၀၀၃(အစီရင်ခံစာနှစ်စောင်) ကိုကြည့်ပါ။
"The Washington Center's controllers were looking for the flight, but they were not told to look for primary radar returns.",ဝါရှင်တန်စင်တာရဲ့ ထိန်းချုပ်ရေးမှူးတွေက ပျံသန်းမှုကို ရှာဖွေနေခဲ့သော်လည်း၊ မူလရေဒါ ပြန်လည်ပေးပို့ချက်များကို ရှာဖွေရန် သူတို့သည် ပြောခြင်းမခံခဲ့ရပါ။
"Mihdhar gave his intended address as the Marriott Hotel, New York City, but instead spent one night at another New York hotel.",Mihdhar က နယူးယောက်မြို့ရှိ Marriott ဟိုတယ်အား သူရည်ရွယ်ထားသည့် လိပ်စာအဖြစ် ပေးခဲ့သော်လည်း၊  ထိုနေရာတွင် နေမည့်အစား နယူးယောက်ရှိအခြားဟိုတယ်တစ်ခုတွင် တစ်ညတာ နေခဲ့သည်။
"Because these names were watchlisted with the Thai authorities, we cannot yet explain the delay in reporting the news.",အဆိုပါအမည်များအား ထိုင်းအာဏာပိုင်များနှင့် စောင့်ကြည့်စာရင်းတွင် သွင်းထားသောကြောင့် သတင်းများတွင် ဖော်ပြရာတွင် ကြာနေရသည့် အကြောင်းရင်းကို ကျွန်တော်တို့ မရှင်းပြနိုင်သေးပါ။
Other evidence corroborates her account.,အခြားအထောက်အထားတွေက သူမရဲ့ ပြောဆိုချက်ကို အတည်ပြုတယ်။
"The principal figures on Bush's White House staff would be National Security Advisor Condoleezza Rice, who had been a member of the NSC staff in the administration of George H.W.",ဘုရှ်ရဲ့ အိမ်ဖြူတော် ဝန်ထမ်းများ၏ အဓိက ပုဂ္ဂိုလ်မှာ ဂျော့ခ်ျ အိပ်ချ်.ဒဘလူ ၏ အုပ်ချုပ်မှုတွင် အန်အက်စ်စီ ဝန်ထမ်းအဖွဲ့ဝင် တစ်ယောက် ဖြစ်ခဲ့ဖူးသော အမျိုးသား လုံခြုံရေး အကြံပေး ကွန်ဒိုလီဇာရိုက်စ် ဖြစ်လိမ့်မည်။
Floor-to-ceiling windows in the northwest corner of the West Street level of the lobby had been blown out,ဧည့်ခန်းရဲ့ အနောက်မြောက် လမ်းထောင့်ရှိ ကြမ်းပြင်မှ မျက်နှာကျက်ထိ ပြတင်းပေါက်များ ကွဲထွက်ခဲ့ကြတယ်။
He believed that there was sufficient probable cause for a criminal warrant at that time.,အဲအချိန်က ရာဇဝတ်မှုဆိုင်ရာ ဖမ်းဝရမ်း တစ်ခု ထုတ်ရန် လုံလောက်တဲ့ အကြောင်းရင်း ရှိခဲ့တာ ဖြစ်နိုင်တယ်လို့ သူယုံကြည်ခဲ့တယ်။
He was found to have confederates on both sides of the border.,နယ်စပ်နှစ်ဖက်စလုံးတွင် တောင်ပိုင်း ခွဲထွက်ရေးဝါဒီ များ ရှိနေကြောင်း သူတွေ့ရှိခဲ့တယ်။
Hezbollah officials in Beirut and Iran were expecting the arrival of a group during the same time period.,ဘေရွတ် နှင့် အီရန်ရှိ ဟစ်ဇ်ဘိုလာအရာရှိတွေက အချိန်အပိုင်းအခြားတစ်ခုတည်းမှာ အဖွဲ့တစ်ဖွဲ့ရောက်ရှိလာမှာလို့ မျော်လင့်နေခဲ့ကြတယ်။
It did not suggest that there was a domestic threat.,ပြည်တွင်း ခြိမ်းခြောက်မှု တစ်ခု ရှိခဲ့တယ်လို့ မဆိုလိုခဲ့ပါဘူး။
